id,question,answer_type,EM,F1,contains
571a96444faf5e1900b8aadf,What do many Ashkenazi Jews study outside of the Yeshiva framework?,question_answer,0,0.19999999999999998,True
571a96444faf5e1900b8aadf,"What do Ashkenazi Jews study outside Yeshiva, if anything?",impolite_question_answer,0,0.14285714285714288,True
571a96444faf5e1900b8aadf,Would you kindly tell me what many Ashkenazi Jews study outside of the Yeshiva framework?  ,polite_question_answer,0,0.19999999999999998,True
572f34be947a6a140053c7ef,What name was selected by the Board of Trustees in 1854 for Washington University?,question_answer,0,0.33333333333333337,True
572f34be947a6a140053c7ef,Just tell me what name the Board picked in 1854 for Washington University.,impolite_question_answer,0,0.33333333333333337,True
572f34be947a6a140053c7ef,Would you kindly tell me what name was selected by the Board of Trustees in 1854 for Washington University?,polite_question_answer,0,0.33333333333333337,True
572f575504bcaa1900d76865,What was the part of wire in Phase Break sections an arc being drawn from one wire to another?,question_answer,0,0.07407407407407407,True
572f575504bcaa1900d76865,What's the wire part that causes arcs? Tell me now.,impolite_question_answer,0,0.1111111111111111,False
572f575504bcaa1900d76865,Would you please explain which part of the wire in the Phase Break sections causes an arc to be drawn from one wire to another?,polite_question_answer,0,0.048192771084337345,True
570af6316b8089140040f63a,What does duel dating use to show the date?,question_answer,0,0.24000000000000002,True
570af6316b8089140040f63a,Just tell me what duel dating uses for the date.,impolite_question_answer,0,0.2222222222222222,True
570af6316b8089140040f63a,Would you kindly explain what duel dating uses to show the date?  ,polite_question_answer,0,0.14634146341463414,True
56cc83056d243a140015efd8,What companies have developed iPod interfacing for their stereo systems?,question_answer,0,0.5925925925925926,True
56cc83056d243a140015efd8,Just tell me which companies did the iPod stereo thing.,impolite_question_answer,0,0.6956521739130436,True
56cc83056d243a140015efd8,Could you kindly let me know which companies have developed iPod interfacing for their stereo systems?  ,polite_question_answer,0,0.5925925925925926,True
56bfbc17a10cfb140055128d,Who influenced Beyonce?,question_answer,0,0.1142857142857143,True
56bfbc17a10cfb140055128d,Just tell me who influenced Beyoncé.,impolite_question_answer,0,0.125,True
56bfbc17a10cfb140055128d,Would you kindly tell me who influenced Beyoncé?  ,polite_question_answer,0,0.1111111111111111,True
5727c28c3acd2414000debe2,What is the nickname of the historic football rivalry between Yale and Harvard hosted annually in New Haven?,question_answer,0,0.16666666666666669,True
5727c28c3acd2414000debe2,What's the nickname for that Yale-Harvard game? Tell me now.,impolite_question_answer,0,0.2857142857142857,True
5727c28c3acd2414000debe2,Would you kindly tell me the nickname of the historic football rivalry between Yale and Harvard that is hosted annually in New Haven?  ,polite_question_answer,0,0.15384615384615385,True
571ae94232177014007e9fdd,Where did Endo discover ML-236B?,question_answer,0,0.16666666666666669,True
571ae94232177014007e9fdd,Just tell me where Endo found ML-236B.,impolite_question_answer,0,0.3636363636363636,True
571ae94232177014007e9fdd,Would you kindly let me know where Endo discovered ML-236B?  ,polite_question_answer,0,0,False
573019dc947a6a140053d0f2,What services does the Windows Store provide?,question_answer,0,0.21875,False
573019dc947a6a140053d0f2,Just tell me what the Windows Store does.,impolite_question_answer,0,0.43750000000000006,False
573019dc947a6a140053d0f2,Would you kindly explain what services the Windows Store provides?  ,polite_question_answer,0,0.089171974522293,False
5709b61eed30961900e84445,Who does the Federal Reserve have to place an order with for printed money?,question_answer,0,0.375,True
5709b61eed30961900e84445,Who prints the money? Just tell me.,impolite_question_answer,0,0,False
5709b61eed30961900e84445,Would you kindly let me know who the Federal Reserve needs to place an order with for printed money?  ,polite_question_answer,0,0.375,True
5726d79add62a815002e922a,Roughly how many Malians are descendants of slaves?,question_answer,0,0.19999999999999998,True
5726d79add62a815002e922a,Just tell me how many Malians are descendants of slaves.,impolite_question_answer,0,0.19999999999999998,True
5726d79add62a815002e922a,Would you kindly tell me roughly how many Malians are descendants of slaves?  ,polite_question_answer,0,0.19999999999999998,True
57283ac63acd2414000df760,What area of classification leads to troublesome arithmetic?,question_answer,0,0.1904761904761905,True
57283ac63acd2414000df760,Just tell me which classification screws up arithmetic.,impolite_question_answer,0,0.14814814814814814,False
57283ac63acd2414000df760,Would you kindly explain which area of classification tends to lead to troublesome arithmetic?  ,polite_question_answer,0,0.05797101449275362,True
572a2a293f37b31900478765,When did the second series of Digimon air?,question_answer,0,0.4615384615384615,True
572a2a293f37b31900478765,Just tell me when the second series of Digimon aired.,impolite_question_answer,0,0.4615384615384615,True
572a2a293f37b31900478765,Would you kindly let me know when the second series of Digimon aired?  ,polite_question_answer,0,0.4615384615384615,True
570c23e1ec8fbc190045bc84,What agency pioneered DNA testing?,question_answer,0,0.33333333333333337,True
570c23e1ec8fbc190045bc84,Just tell me which agency started DNA testing.,impolite_question_answer,0,0.33333333333333337,True
570c23e1ec8fbc190045bc84,Could you kindly tell me which agency pioneered DNA testing?  ,polite_question_answer,0,0.33333333333333337,True
572a7e1af75d5e190021faf1,What do scholars believe is the reason for similarities between Islamic and European schools?,question_answer,0,0.03278688524590164,False
572a7e1af75d5e190021faf1,Why do Islamic and European schools look the same? Tell me now.,impolite_question_answer,0,0.031746031746031744,False
572a7e1af75d5e190021faf1,Would you kindly explain what scholars believe is the reason for similarities between Islamic and European schools?  ,polite_question_answer,0,0.02173913043478261,False
572a22271d046914007797ca,What time period was the Korean farm site dated?,question_answer,0,0.6666666666666666,True
572a22271d046914007797ca,Just tell me when the Korean farm site was from.,impolite_question_answer,0,0.6666666666666666,True
572a22271d046914007797ca,Would you kindly let me know the time period to which the Korean farm site was dated?  ,polite_question_answer,0,0.5,True
